cleanup_id,gvp_id,complaint_id,cleaned_date,response_time_hours,waste_collected_kg,cost_estimate,cleaned_by
CL02137,GVP191,C02545,2025-03-02,53,181.1,962.67,Team A
CL02138,GVP017,C00980,2026-03-12,86,80.3,346.73,Team B
CL02139,GVP246,C03809,2026-12-17,77,200.3,1246.22,Team D
CL02140,GVP274,C01275,2025-05-02,37,264.4,1255.94,Team C
CL02141,GVP259,C02971,2025-01-08,56,129.1,689.7,Team B
CL02142,GVP163,C01031,2026-04-07,115,168.2,816.51,Team C
CL02143,GVP197,C03369,2026-12-26,40,261.8,1385.43,Team A
CL02144,GVP052,C00152,2026-10-17,34,68.0,387.49,Team C
CL02145,GVP286,C02533,2025-04-10,45,101.5,561.95,Team C
CL02146,GVP016,C01123,2026-09-10,49,64.8,342.12,Team B
CL02147,GVP251,C03537,2026-01-13,51,67.5,397.14,Team D
CL02148,GVP135,C00507,2026-12-16,13,79.3,570.86,Team C
CL02149,GVP200,C00951,2025-08-15,111,77.1,539.33,Team C
CL02150,GVP112,C00166,2025-11-08,13,316.8,1739.91,Team D
CL02151,GVP239,C00031,2025-08-18,21,124.5,594.25,Team A
CL02152,GVP181,C00695,2025-03-15,77,50.4,434.6,Team B
CL02153,GVP124,C00185,2026-05-14,233,153.7,768.76,Team C
CL02154,GVP104,C02792,2025-01-20,60,97.6,581.51,Team B
CL02155,GVP275,C01100,2026-11-08,59,123.0,622.37,Team D
CL02156,GVP082,C02315,2026-12-13,69,53.1,453.07,Team B
CL02157,GVP208,C03503,2026-06-04,31,89.9,530.81,Team B
CL02158,GVP204,C02483,2025-03-11,32,63.7,423.66,Team B
CL02159,GVP290,C00814,2026-02-27,20,116.1,749.38,Team B
CL02160,GVP016,C02028,2025-02-28,63,142.1,835.3,Team D
CL02161,GVP083,C01029,2026-10-10,32,69.0,335.88,Team D
CL02162,GVP206,C03955,2026-01-27,39,55.6,332.4,Team C
CL02163,GVP164,C00757,2025-03-17,53,163.4,986.57,Team D
CL02164,GVP286,C00798,2026-04-03,66,116.6,550.12,Team C
CL02165,GVP163,C01312,2025-02-26,32,88.5,619.46,Team B
CL02166,GVP228,C02140,2026-11-01,24,88.8,592.72,Team C
CL02167,GVP249,C01359,2026-09-01,84,140.8,869.94,Team C
CL02168,GVP226,C00111,2025-07-07,55,157.5,889.59,Team C
CL02169,GVP057,C00804,2026-05-30,29,95.2,516.65,Team A
CL02170,GVP263,C01043,2025-01-30,51,320,1557.33,Team D
CL02171,GVP188,C03870,2025-06-22,80,113.7,572.52,Team A
CL02172,GVP160,C00117,2025-07-24,55,84.7,451.76,Team C
CL02173,GVP150,C03041,2026-07-14,74,54.8,367.83,Team D
CL02174,GVP131,C00576,2026-03-16,52,100.5,513.3,Team C
CL02175,GVP298,C01731,2026-11-15,39,105.2,572.89,Team B
CL02176,GVP057,C02328,2026-01-29,41,111.6,637.22,Team B
CL02177,GVP165,C02324,2025-11-24,64,292.3,1331.74,Team B
CL02178,GVP105,C03841,2026-10-18,47,152.1,899.11,Team B
CL02179,GVP027,C02242,2026-03-02,50,124.3,629.86,Team D
CL02180,GVP296,C00671,2026-01-10,70,87.7,628.91,Team C
CL02181,GVP015,C02763,2026-01-21,90,83.9,497.89,Team D
CL02182,GVP141,C03664,2025-12-18,38,178.1,847.42,Team D
CL02183,GVP278,C01547,2026-06-08,38,108.3,553.51,Team A
CL02184,GVP066,C03228,2026-07-28,115,116.7,630.66,Team C
CL02185,GVP172,C00093,2026-08-20,83,177.5,941.24,Team B
CL02186,GVP256,C01179,2025-11-05,104,109.0,540.2,Team B
CL02187,GVP120,C00533,2026-11-20,30,162.6,734.87,Team D
CL02188,GVP212,C03022,2025-10-05,34,60.4,401.71,Team B
CL02189,GVP238,C03850,2025-11-21,90,101.1,591.48,Team D
CL02190,GVP146,C01093,2026-04-18,88,123.1,776.0,Team D
CL02191,GVP030,C00619,2026-05-02,91,200.6,1128.63,Team C
CL02192,GVP010,C03970,2025-05-27,39,136.2,708.73,Team B
CL02193,GVP181,C01874,2025-10-24,93,79.4,507.57,Team B
CL02194,GVP208,C01777,2026-08-30,34,83.7,477.04,Team A
CL02195,GVP244,C02149,2025-07-28,68,93.7,562.05,Team B
CL02196,GVP271,C01173,2025-07-28,99,318.7,1512.76,Team A
CL02197,GVP203,C01134,2026-08-13,92,35.6,230.58,Team A
CL02198,GVP182,C03971,2025-05-10,46,29.5,196.33,Team C
CL02199,GVP228,C02950,2025-04-21,12,174.3,949.59,Team B
CL02200,GVP130,C02219,2025-03-30,72,120.7,610.48,Team D
CL02201,GVP136,C03485,2026-05-14,34,76.6,431.89,Team D
CL02202,GVP296,C00051,2025-07-26,113,218.9,1250.67,Team D
CL02203,GVP084,C02372,2026-07-01,79,88.7,402.84,Team B
CL02204,GVP203,C01765,2026-10-18,57,68.5,514.0,Team D
CL02205,GVP114,C01109,2025-10-08,43,183.1,740.1,Team B
CL02206,GVP248,C02412,2026-09-09,33,193.5,1072.32,Team C
CL02207,GVP160,C02594,2025-10-27,71,277.3,1315.95,Team D
CL02208,GVP185,C02261,2026-06-16,65,177.8,732.27,Team B
CL02209,GVP033,C03507,2025-05-22,38,153.3,904.27,Team B
CL02210,GVP018,C00229,2025-06-27,49,121.4,617.77,Team C
CL02211,GVP164,C00830,2026-06-28,63,169.7,846.46,Team C
CL02212,GVP136,C02014,2026-12-27,87,105.3,614.92,Team A
CL02213,GVP180,C02658,2026-06-11,38,271.5,1637.07,Team B
CL02214,GVP151,C01847,2025-07-26,99,76.7,522.32,Team C
CL02215,GVP062,C00578,2025-11-07,18,320,1764.16,Team B
CL02216,GVP007,C00527,2026-04-27,15,66.9,393.53,Team D
CL02217,GVP263,C02677,2026-01-05,59,66.6,493.16,Team C
CL02218,GVP212,C01663,2026-07-10,33,130.0,577.5,Team B
CL02219,GVP037,C02346,2025-09-18,62,138.8,889.08,Team C
CL02220,GVP207,C00750,2026-06-22,31,88.8,553.66,Team D
CL02221,GVP053,C00649,2025-10-22,181,170.3,871.96,Team A
CL02222,GVP066,C03626,2025-04-26,24,94.7,520.38,Team D
CL02223,GVP007,C02249,2026-04-27,46,305.0,1369.69,Team B
CL02224,GVP111,C03019,2025-12-12,34,226.3,1007.16,Team B
CL02225,GVP008,C01417,2025-04-24,41,82.1,512.54,Team B
CL02226,GVP258,C02645,2025-03-12,62,86.7,487.49,Team C
CL02227,GVP168,C03650,2025-10-30,17,117.4,644.26,Team C
CL02228,GVP162,C02485,2025-04-09,33,113.1,694.21,Team D
CL02229,GVP077,C01904,2025-07-29,205,135.8,776.02,Team B
CL02230,GVP164,C02624,2026-07-14,28,127.6,727.04,Team C
CL02231,GVP291,C01588,2026-03-17,44,140.5,725.46,Team A
CL02232,GVP206,C01912,2026-12-26,99,318.8,1811.19,Team D
CL02233,GVP293,C01558,2026-02-20,21,213.5,1176.09,Team D
CL02234,GVP242,C03837,2025-07-30,35,118.9,566.49,Team C
CL02235,GVP136,C03896,2025-10-06,40,224.2,1087.42,Team D
CL02236,GVP165,C01708,2026-02-01,60,274.2,1664.48,Team D
CL02237,GVP071,C01495,2026-05-27,54,86.8,499.29,Team B
CL02238,GVP224,C03461,2025-09-13,54,52.3,305.53,Team D
CL02239,GVP058,C03330,2025-08-14,110,254.1,1227.02,Team B
CL02240,GVP010,C02417,2026-05-26,133,265.5,1103.08,Team B
CL02241,GVP163,C03122,2026-10-25,50,59.5,328.38,Team B
CL02242,GVP031,C02145,2025-03-20,33,173.3,1046.4,Team C
CL02243,GVP140,C02710,2025-07-06,32,235.5,1090.62,Team C
CL02244,GVP150,C00608,2026-10-13,28,131.6,827.82,Team C
CL02245,GVP204,C00659,2025-10-15,46,119.7,577.37,Team C
CL02246,GVP134,C02108,2025-07-14,40,320,1320.47,Team C
CL02247,GVP234,C02665,2025-07-10,34,76.3,376.97,Team A
CL02248,GVP118,C03718,2025-08-08,57,13.5,127.28,Team B
CL02249,GVP140,C03583,2025-09-17,51,200.8,1272.5,Team B
CL02250,GVP184,C03268,2025-02-02,47,148.9,637.05,Team A
CL02251,GVP259,C01368,2026-01-22,37,320,1338.66,Team D
CL02252,GVP264,C03069,2026-06-08,69,277.7,1200.36,Team D
CL02253,GVP112,C01527,2026-04-12,26,166.8,798.16,Team B
CL02254,GVP169,C02201,2025-12-21,101,320,1313.54,Team D
CL02255,GVP069,C02803,2026-07-02,22,176.0,1105.07,Team A
CL02256,GVP241,C02380,2025-07-10,26,67.5,426.8,Team B
CL02257,GVP283,C01048,2026-11-18,74,59.4,368.0,Team A
CL02258,GVP220,C01451,2026-08-24,25,206.2,975.14,Team C
CL02259,GVP019,C01142,2026-04-22,87,175.1,970.5,Team C
CL02260,GVP168,C03240,2025-05-13,63,239.5,1128.67,Team C
CL02261,GVP249,C02356,2026-08-14,89,124.8,683.47,Team D
CL02262,GVP244,C01950,2025-02-15,40,157.9,647.64,Team C
CL02263,GVP156,C00901,2025-05-17,36,73.4,332.09,Team C
CL02264,GVP155,C03290,2025-01-18,64,155.4,855.55,Team C
CL02265,GVP168,C03273,2026-07-27,136,177.2,953.57,Team A
CL02266,GVP083,C02068,2026-05-28,35,105.4,695.09,Team C
CL02267,GVP030,C02131,2026-05-08,82,98.9,497.9,Team B
CL02268,GVP172,C03606,2025-06-19,27,241.7,1144.37,Team A
CL02269,GVP267,C01096,2025-06-04,63,157.0,873.04,Team C
CL02270,GVP169,C00599,2025-04-07,84,71.3,469.2,Team D
CL02271,GVP009,C03047,2026-11-27,51,102.2,490.25,Team B
CL02272,GVP295,C01303,2025-04-07,20,194.2,1244.18,Team B
CL02273,GVP037,C01767,2025-10-06,163,122.2,681.04,Team B
CL02274,GVP260,C00542,2025-03-12,20,118.8,723.17,Team C
CL02275,GVP113,C00340,2026-08-02,64,126.0,533.33,Team C
CL02276,GVP199,C02529,2026-08-27,55,259.2,1261.7,Team B
CL02277,GVP206,C01199,2026-03-18,50,193.7,999.67,Team A
CL02278,GVP036,C00981,2025-11-08,49,174.0,1148.6,Team B
CL02279,GVP021,C01855,2026-01-11,14,94.5,552.89,Team B
CL02280,GVP252,C02156,2026-03-30,52,194.4,1113.24,Team B
CL02281,GVP186,C02522,2026-09-20,50,77.4,365.44,Team C
CL02282,GVP228,C00912,2025-06-21,54,137.0,776.89,Team C
CL02283,GVP073,C00856,2026-06-18,34,176.6,872.52,Team B
CL02284,GVP255,C03591,2025-07-06,91,202.8,1047.33,Team A
CL02285,GVP272,C02339,2026-07-29,35,95.1,535.59,Team D
CL02286,GVP268,C00351,2026-11-16,139,320,1467.78,Team C
CL02287,GVP068,C00620,2025-02-05,44,144.1,672.61,Team A
CL02288,GVP277,C01851,2026-02-03,31,243.2,1142.46,Team A
CL02289,GVP065,C00616,2025-04-10,79,83.8,351.47,Team C
CL02290,GVP239,C00585,2025-10-15,33,138.1,659.96,Team C
CL02291,GVP016,C01455,2026-12-14,48,147.7,890.61,Team B
CL02292,GVP163,C00669,2026-11-07,50,227.9,1276.23,Team B
CL02293,GVP205,C03188,2025-11-10,52,111.3,465.12,Team C
CL02294,GVP266,C00604,2026-10-25,28,138.9,701.5,Team C
CL02295,GVP044,C02501,2025-07-24,212,181.7,1114.29,Team A
CL02296,GVP085,C01185,2025-03-05,29,156.0,997.94,Team D
CL02297,GVP260,C02851,2025-05-28,38,200.9,1076.5,Team B
CL02298,GVP248,C02387,2026-05-16,67,59.3,311.69,Team B
CL02299,GVP035,C02335,2025-10-18,80,56.8,283.95,Team D
CL02300,GVP236,C01494,2025-01-09,33,112.4,743.1,Team B
CL02301,GVP280,C03113,2026-05-11,44,176.1,964.1,Team B
CL02302,GVP082,C01401,2026-08-01,35,133.0,811.77,Team C
CL02303,GVP220,C03987,2026-09-27,46,152.6,689.28,Team C
CL02304,GVP259,C03736,2025-05-15,89,40.0,262.86,Team D
CL02305,GVP185,C03648,2026-04-16,30,111.6,756.47,Team D
CL02306,GVP111,C03755,2026-02-06,34,85.7,514.67,Team B
CL02307,GVP259,C02944,2025-04-05,61,268.2,1537.68,Team D
CL02308,GVP284,C02113,2025-10-05,64,83.5,578.16,Team A
CL02309,GVP182,C03839,2026-07-24,40,91.9,516.02,Team C
CL02310,GVP214,C00911,2025-10-30,56,285.2,1492.82,Team B
CL02311,GVP111,C02205,2025-03-04,62,114.0,633.03,Team B
CL02312,GVP257,C00998,2025-02-08,70,127.3,787.77,Team B
CL02313,GVP115,C01274,2026-11-01,111,91.6,602.78,Team A
CL02314,GVP068,C00327,2025-04-12,22,264.0,1362.37,Team D
CL02315,GVP099,C03838,2026-12-21,36,183.4,966.11,Team B
CL02316,GVP028,C02063,2025-08-02,66,93.1,496.01,Team B
CL02317,GVP081,C02115,2026-03-07,30,161.0,800.94,Team C
CL02318,GVP232,C02877,2025-12-05,20,172.5,1057.51,Team A
CL02319,GVP147,C03245,2026-02-21,114,110.6,734.15,Team D
CL02320,GVP174,C01010,2025-08-19,21,161.5,966.92,Team B
CL02321,GVP014,C01351,2026-12-16,63,88.2,554.3,Team C
CL02322,GVP162,C00195,2026-03-22,43,82.7,583.03,Team C
CL02323,GVP168,C03677,2025-01-15,73,195.2,1125.53,Team B
CL02324,GVP157,C01733,2025-03-02,26,274.8,1388.96,Team C
CL02325,GVP124,C02058,2025-10-14,61,84.7,393.64,Team A
CL02326,GVP198,C02473,2025-02-27,66,113.0,710.97,Team B
CL02327,GVP077,C00250,2026-03-10,78,94.8,464.2,Team C
CL02328,GVP300,C02343,2026-05-12,30,231.2,1302.41,Team C
CL02329,GVP200,C03666,2026-05-29,64,167.4,994.73,Team B
CL02330,GVP060,C02064,2025-12-17,191,155.2,1020.32,Team B
CL02331,GVP048,C03936,2025-01-10,67,138.8,676.76,Team D
CL02332,GVP188,C02082,2026-08-20,72,174.3,809.24,Team C
CL02333,GVP149,C00352,2026-04-17,89,111.0,545.15,Team D
CL02334,GVP294,C01725,2026-07-23,27,61.4,403.59,Team B
CL02335,GVP135,C03879,2025-06-02,59,50.5,339.24,Team D
CL02336,GVP108,C01743,2026-11-21,44,77.2,461.95,Team C
CL02337,GVP283,C03067,2026-02-07,90,83.7,390.51,Team A
CL02338,GVP036,C01885,2025-07-07,57,47.3,241.23,Team C
CL02339,GVP090,C02652,2025-09-10,159,135.8,850.02,Team C
CL02340,GVP198,C02961,2026-09-08,68,76.7,473.71,Team D
CL02341,GVP108,C00688,2026-08-15,28,78.0,348.89,Team D
CL02342,GVP079,C01613,2025-02-25,32,180.7,793.47,Team C
CL02343,GVP154,C03791,2026-01-08,40,90.0,496.16,Team D
CL02344,GVP004,C01975,2025-06-25,89,134.2,894.73,Team A
CL02345,GVP048,C02810,2025-09-13,34,87.4,563.65,Team B
CL02346,GVP210,C00231,2025-09-28,83,116.1,529.41,Team A
CL02347,GVP081,C00420,2026-04-13,96,168.0,698.78,Team C
CL02348,GVP181,C01939,2025-07-25,96,60.5,465.9,Team D
CL02349,GVP133,C03995,2026-02-06,60,164.5,803.95,Team D
CL02350,GVP082,C03277,2026-09-10,56,31.4,222.96,Team A
CL02351,GVP214,C02223,2026-04-17,90,200.3,981.65,Team B
CL02352,GVP086,C02758,2025-01-12,66,215.8,1023.9,Team D
CL02353,GVP088,C01732,2025-12-25,43,100.3,627.81,Team B
CL02354,GVP005,C01905,2025-11-30,53,141.2,802.4,Team C
CL02355,GVP241,C01589,2025-07-08,82,193.5,906.65,Team A
CL02356,GVP250,C03037,2026-11-03,87,115.7,602.89,Team A
CL02357,GVP068,C02368,2026-12-27,77,101.1,598.89,Team C
CL02358,GVP244,C00825,2025-08-23,41,152.3,935.68,Team A
CL02359,GVP292,C02621,2026-07-03,53,172.1,1001.25,Team B
CL02360,GVP292,C00160,2025-03-31,42,61.3,358.01,Team D
CL02361,GVP170,C03414,2025-10-18,56,87.4,576.97,Team C
CL02362,GVP103,C03139,2026-06-18,41,119.0,621.35,Team B
CL02363,GVP075,C02678,2025-01-15,56,87.5,496.58,Team B
CL02364,GVP014,C02199,2026-08-05,24,281.5,1337.62,Team C
CL02365,GVP186,C03477,2026-11-14,18,144.4,711.64,Team D
CL02366,GVP263,C01332,2025-08-30,8,68.9,496.3,Team C
CL02367,GVP214,C00773,2025-07-06,86,65.6,425.13,Team D
CL02368,GVP284,C00366,2026-04-13,68,74.9,338.01,Team A
CL02369,GVP198,C00376,2026-11-13,36,73.6,383.18,Team C
CL02370,GVP192,C03767,2026-10-09,35,143.3,759.12,Team B
CL02371,GVP299,C00772,2026-05-07,106,96.1,466.68,Team D
CL02372,GVP088,C02925,2025-11-23,75,109.7,656.67,Team D
CL02373,GVP142,C03278,2025-10-09,48,147.2,828.96,Team A
CL02374,GVP275,C02147,2025-06-03,89,120.9,665.96,Team B
CL02375,GVP126,C02895,2025-05-13,40,128.9,663.61,Team B
CL02376,GVP141,C01707,2026-12-29,32,88.9,479.68,Team C
CL02377,GVP062,C03959,2025-05-11,73,226.1,984.04,Team D
CL02378,GVP139,C00452,2026-02-09,62,52.7,284.86,Team B
CL02379,GVP079,C01257,2025-06-11,24,184.9,866.22,Team B
CL02380,GVP077,C00243,2025-04-25,50,131.9,810.57,Team D
CL02381,GVP004,C03372,2026-04-17,51,106.1,669.04,Team C
CL02382,GVP131,C01051,2025-08-17,53,194.1,964.07,Team B
CL02383,GVP167,C00663,2025-08-25,38,202.3,905.51,Team D
CL02384,GVP080,C00789,2025-08-14,82,92.6,626.76,Team C
CL02385,GVP104,C01808,2026-03-12,89,65.7,422.18,Team C
CL02386,GVP249,C00135,2026-04-22,53,250.2,1514.09,Team C
CL02387,GVP287,C03927,2026-12-08,61,52.3,347.5,Team B
CL02388,GVP116,C01489,2026-05-26,59,65.0,494.97,Team C
CL02389,GVP235,C01594,2025-06-01,23,115.2,519.2,Team A
CL02390,GVP057,C02904,2025-02-27,37,137.9,721.58,Team A
CL02391,GVP098,C02258,2026-10-26,20,164.3,770.43,Team B
CL02392,GVP093,C02359,2025-10-31,42,159.6,878.55,Team C
CL02393,GVP136,C03074,2025-03-17,49,106.5,527.76,Team B
CL02394,GVP214,C02189,2026-01-04,71,106.4,676.79,Team B
CL02395,GVP046,C03478,2026-01-01,31,107.5,637.09,Team A
CL02396,GVP007,C01350,2025-12-04,146,156.1,656.98,Team B
CL02397,GVP286,C00870,2025-06-23,79,121.0,625.69,Team B
CL02398,GVP151,C02503,2026-02-23,32,228.4,1310.98,Team C
CL02399,GVP295,C02984,2025-12-18,132,77.4,557.51,Team A
CL02400,GVP220,C03808,2026-03-10,21,90.0,567.79,Team A
CL02401,GVP201,C03088,2026-09-15,60,123.7,853.77,Team B
CL02402,GVP156,C02099,2026-07-01,162,106.1,590.24,Team B
CL02403,GVP171,C01533,2025-01-16,112,106.2,603.28,Team B
CL02404,GVP231,C00630,2026-03-19,55,182.1,816.63,Team C
CL02405,GVP120,C03991,2025-04-28,48,71.8,418.39,Team B
CL02406,GVP199,C02551,2026-03-12,86,55.9,455.59,Team D
CL02407,GVP053,C02060,2026-07-20,31,176.7,1087.11,Team B
CL02408,GVP159,C00504,2025-08-12,64,112.1,629.36,Team A
CL02409,GVP195,C00099,2025-12-16,82,117.7,558.87,Team B
CL02410,GVP054,C01449,2026-10-28,75,45.6,339.72,Team A
CL02411,GVP112,C02940,2026-05-03,42,320,1440.4,Team B
CL02412,GVP063,C02729,2025-03-03,34,84.5,571.16,Team A
CL02413,GVP287,C00568,2026-12-13,48,93.9,563.53,Team B
CL02414,GVP262,C02835,2025-06-15,66,44.2,265.76,Team D
CL02415,GVP081,C01770,2025-12-29,43,44.5,290.75,Team A
CL02416,GVP100,C02354,2026-03-20,34,150.7,903.08,Team C
CL02417,GVP259,C00769,2025-12-27,28,41.2,332.07,Team A
CL02418,GVP106,C03059,2025-04-05,28,271.1,1327.96,Team B
CL02419,GVP133,C03515,2026-12-26,30,117.2,612.09,Team D
CL02420,GVP129,C01718,2025-05-10,73,178.1,893.06,Team B
CL02421,GVP065,C02074,2025-02-09,14,177.6,1069.0,Team A
CL02422,GVP222,C02965,2025-03-04,25,77.2,508.45,Team A
CL02423,GVP271,C00664,2026-12-25,66,61.3,380.52,Team A
CL02424,GVP154,C00582,2026-03-27,82,182.4,1106.45,Team B
CL02425,GVP241,C01811,2026-04-05,25,59.7,424.78,Team C
CL02426,GVP222,C02893,2025-11-21,22,135.3,805.07,Team A
CL02427,GVP288,C03449,2025-12-09,70,226.4,1164.12,Team B
CL02428,GVP047,C01294,2025-04-02,50,141.7,596.42,Team B
CL02429,GVP192,C02116,2025-12-20,34,170.0,838.61,Team D
CL02430,GVP071,C02264,2026-03-04,35,107.6,753.52,Team C
CL02431,GVP007,C03488,2026-12-08,105,112.0,607.46,Team D
CL02432,GVP105,C01776,2025-12-14,18,60.5,428.24,Team C
CL02433,GVP153,C03822,2026-06-02,63,74.7,380.49,Team D
CL02434,GVP233,C01097,2026-10-26,74,117.2,661.78,Team B
CL02435,GVP135,C02476,2025-09-05,104,95.0,519.45,Team B
CL02436,GVP099,C03694,2025-10-21,95,160.7,929.88,Team D
CL02437,GVP055,C03634,2025-03-11,21,132.4,604.37,Team C
CL02438,GVP149,C03406,2026-12-01,116,121.5,517.69,Team B
CL02439,GVP122,C02037,2026-08-21,53,92.0,529.84,Team D
CL02440,GVP169,C02976,2025-04-23,83,76.6,450.5,Team C
CL02441,GVP162,C02137,2025-11-05,57,117.5,600.52,Team B
CL02442,GVP180,C02484,2025-02-08,40,163.9,1029.23,Team C
CL02443,GVP208,C00517,2026-09-06,50,137.4,688.19,Team A
CL02444,GVP115,C01745,2026-11-01,58,79.0,545.57,Team C
CL02445,GVP183,C02818,2025-09-14,68,150.3,703.09,Team B
CL02446,GVP052,C02418,2026-07-24,92,52.3,404.11,Team C
CL02447,GVP298,C02908,2025-02-08,31,254.8,1021.44,Team D
CL02448,GVP213,C01358,2025-06-25,141,105.1,605.19,Team C
CL02449,GVP007,C01265,2025-09-24,61,245.4,998.66,Team D
CL02450,GVP006,C01213,2026-07-13,45,52.5,303.06,Team C
CL02451,GVP272,C02142,2026-04-04,18,95.3,636.85,Team B
CL02452,GVP048,C03051,2026-10-26,59,63.7,450.3,Team B
CL02453,GVP005,C02800,2025-03-24,57,186.9,1124.92,Team A
CL02454,GVP164,C01310,2026-04-03,28,151.8,810.0,Team C
CL02455,GVP036,C01539,2026-07-01,82,103.1,607.14,Team C
CL02456,GVP065,C00982,2025-10-30,31,254.2,1112.46,Team C
CL02457,GVP112,C02884,2025-06-12,11,57.5,347.34,Team A
CL02458,GVP237,C01728,2025-09-20,50,94.1,525.68,Team C
CL02459,GVP291,C03562,2026-01-03,58,113.6,689.27,Team C
CL02460,GVP083,C02751,2025-10-18,66,130.4,727.22,Team B
CL02461,GVP149,C02997,2025-04-05,69,320,1818.66,Team D
CL02462,GVP294,C02945,2025-02-01,53,88.0,557.77,Team B
CL02463,GVP085,C00914,2026-06-12,83,48.6,358.43,Team C
CL02464,GVP154,C02399,2025-10-04,116,67.2,491.0,Team B
CL02465,GVP036,C01009,2025-02-13,35,95.6,617.45,Team D
CL02466,GVP125,C01893,2026-10-22,60,130.8,764.35,Team A
CL02467,GVP067,C02170,2026-04-11,97,56.0,440.84,Team B
CL02468,GVP002,C01361,2026-11-23,12,92.4,501.26,Team B
CL02469,GVP263,C02782,2025-04-30,24,149.0,789.4,Team A
CL02470,GVP028,C03559,2026-08-29,23,164.8,995.84,Team B
CL02471,GVP198,C03021,2025-04-11,25,165.7,966.42,Team C
CL02472,GVP007,C01649,2026-03-13,71,320,1691.11,Team B
CL02473,GVP208,C00075,2025-02-24,45,173.1,882.64,Team A
CL02474,GVP226,C00953,2026-01-08,46,169.8,925.67,Team D
CL02475,GVP054,C01478,2025-03-11,15,242.9,1144.41,Team A
CL02476,GVP012,C00066,2025-12-17,58,131.4,814.13,Team B
CL02477,GVP244,C00601,2026-05-12,12,183.9,1005.88,Team B
CL02478,GVP136,C01690,2026-08-21,47,132.1,667.29,Team C
CL02479,GVP102,C01940,2026-10-28,78,87.3,484.88,Team D
CL02480,GVP170,C03444,2025-07-08,59,124.0,503.82,Team B
CL02481,GVP139,C02414,2026-02-14,66,231.1,935.78,Team C
CL02482,GVP192,C00464,2026-08-01,144,142.6,892.72,Team D
CL02483,GVP208,C01452,2026-08-14,48,62.0,447.37,Team D
CL02484,GVP228,C03831,2025-04-16,38,155.9,916.49,Team A
CL02485,GVP077,C03409,2026-12-26,42,113.4,724.31,Team D
CL02486,GVP160,C03495,2025-06-17,21,120.7,735.38,Team B
CL02487,GVP012,C02173,2025-10-31,58,126.6,649.79,Team D
CL02488,GVP028,C02402,2025-03-18,23,157.5,834.02,Team A
CL02489,GVP292,C03434,2025-06-30,25,82.4,407.05,Team A
CL02490,GVP282,C02456,2025-01-08,47,60.2,409.46,Team C
CL02491,GVP067,C03598,2025-07-23,73,262.7,1103.29,Team D
CL02492,GVP069,C02358,2026-10-19,92,71.3,455.65,Team A
CL02493,GVP174,C02837,2026-05-12,118,232.7,1128.11,Team A
CL02494,GVP293,C01088,2026-09-08,70,102.5,571.82,Team B
CL02495,GVP034,C01247,2025-01-16,65,91.4,505.09,Team C
CL02496,GVP133,C02776,2025-08-28,127,217.2,1105.43,Team B
CL02497,GVP287,C02553,2026-09-23,112,181.6,894.26,Team C
CL02498,GVP219,C01187,2025-12-05,89,182.7,1148.43,Team A
CL02499,GVP029,C03405,2026-09-02,58,99.3,557.96,Team A
CL02500,GVP046,C00170,2025-09-27,20,135.4,818.75,Team A
CL02501,GVP187,C03281,2025-02-13,31,105.2,615.13,Team C
CL02502,GVP063,C02968,2026-09-27,27,103.1,483.75,Team B
CL02503,GVP029,C03614,2025-05-18,49,69.0,475.6,Team B
CL02504,GVP052,C01412,2025-12-05,48,208.7,1232.43,Team B
CL02505,GVP185,C03667,2026-04-01,123,85.1,436.99,Team C
CL02506,GVP284,C02928,2026-10-11,73,109.6,573.81,Team C
CL02507,GVP015,C00474,2025-10-26,32,22.7,282.36,Team C
CL02508,GVP068,C01540,2025-08-07,24,90.8,654.62,Team A
CL02509,GVP117,C03949,2026-12-09,37,320,1505.23,Team C
CL02510,GVP109,C01045,2025-01-30,42,214.0,1112.6,Team B
CL02511,GVP283,C03090,2025-04-08,24,253.5,1171.3,Team C
CL02512,GVP089,C02457,2026-03-22,122,61.1,364.6,Team D
CL02513,GVP216,C03373,2026-06-15,33,125.0,739.51,Team B
CL02514,GVP141,C02791,2025-04-22,34,81.4,537.86,Team C
CL02515,GVP105,C02565,2025-03-24,62,81.3,419.89,Team A
CL02516,GVP094,C01546,2026-07-06,52,271.9,1185.36,Team D
CL02517,GVP121,C01086,2025-10-29,88,114.5,581.18,Team B
CL02518,GVP052,C01205,2025-09-23,24,105.8,632.05,Team B
CL02519,GVP105,C01544,2025-07-23,34,104.4,653.09,Team B
CL02520,GVP203,C03387,2025-11-19,90,150.8,744.75,Team B
CL02521,GVP031,C02934,2025-12-13,140,107.6,678.14,Team B
CL02522,GVP095,C02831,2025-04-27,69,320,1700.91,Team A
CL02523,GVP207,C01957,2026-10-18,54,229.1,1343.3,Team C
CL02524,GVP114,C00233,2026-09-26,68,117.1,554.03,Team D
CL02525,GVP138,C01947,2026-01-13,184,89.7,470.09,Team C
CL02526,GVP059,C00979,2026-04-10,44,107.3,638.12,Team B
CL02527,GVP004,C00895,2025-05-09,68,137.9,735.3,Team A
CL02528,GVP084,C02935,2026-11-13,71,93.3,511.49,Team A
CL02529,GVP061,C00453,2026-02-28,70,62.0,304.28,Team B
CL02530,GVP075,C01751,2026-05-01,142,49.8,297.23,Team C
CL02531,GVP192,C02656,2025-01-08,80,63.5,451.45,Team C
CL02532,GVP169,C01482,2026-09-26,42,114.7,639.66,Team C
